id,name,isbn,author_ids,publisher_id,date_published,gender
library_book_82803_d4cdcb59,The Monk Downstairs: A Novel,2258036992,Tim Farrington,HarperSanFrancisco,15-05-1991,novela
library_book_82706_6714a5c6,The Morning After,2207251756,Lisa Jackson,Zebra Books,01-08-1957,ensayo
library_book_82210_f3f1e0b4,The Mosquito Coast,2266000489,Paul Theroux,Harper Mass Market Paperbacks (Mm),02-02-2000,égloga
library_book_83084_308f6d31,The Mothman Prophecies,2070360423,John A. Keel,Tor Books,27-01-1985,crónica
library_book_83776_a8c6e415,The Motley Fool Investment Guide : How The Fool Beats Wall Streets Wise Men And How You Can Too,0394822862,David Gardner,Fireside,26-03-1945,crónica
library_book_83567_6a2cab47,The Mount: A Novel,0874493803,Carol Emshwiller,Small Beer Press,26-11-1986,ensayo
library_book_83038_8bd0d700,The Mp3 and Internet Audio Handbook: Your Guide to the Digital Music Revolution,1569870942,Bruce Fries,Teamcom Books,01-12-2003,novela
library_book_2007_744ee471,The Mummies of Urumchi,1579730272,E. J. W. Barber,W. W. Norton &amp,08-08-1976,novela
library_book_82696_32c66529,The Mummy or Ramses the Damned,0307177092,Anne Rice,Ballantine Books,07-07-1973,novela
library_book_84075_313be427,The Murder Book,2253004898,Jonathan Kellerman,Ballantine Books,11-03-1955,crónica
library_book_83430_f01ae2d3,The Museum Guard,0812094271,Howard Norman,Farrar Straus Giroux,11-04-1986,ensayo
library_book_82430_4f6d0b87,The Music Box,0380600129,Andrea Kane,Pocket,24-05-1979,cuento
library_book_82982_688ef0bb,The Music of Dolphins (Apple Signature Edition),0451522389,Karen Hesse,Hyperion Books for Children,02-04-1979,novela
library_book_83641_41e24370,The Mystery of Capital: Why Capitalism Triumphs in the West and Fails Everywhere Else,0425169324,Hernando De Soto,Basic Books,05-09-1971,crónica
library_book_83911_728371fd,The Mystery of the Poison Arrow Tree,082176828X,Shel Arensen,Authors Choice Press,14-09-1961,novela
library_book_82810_fbfac26a,The Mystic Masseur,0316693324,V.S. Naipaul,Penguin USA,22-08-1963,ensayo
library_book_82628_0d549fcf,The Nanny Diaries: A Novel,0553283685,Emma McLaughlin,St. Martin's Press,20-10-1959,ensayo
library_book_83487_c0a255f3,The Neverending Story,1841215457,Michael Ende,Penguin USA,20-07-1983,ensayo
library_book_83504_1eb933fb,"The New Hugo Winners, Vol. 2",0064410358,Isaac Asimov,Baen,11-03-1968,ensayo
library_book_83855_1464d86e,The New Oxford Book of Light Verse (Oxford paperbacks),0007108648,Kingsley Amis,Oxford Univ Pr,16-05-1973,carta
library_book_83381_5df33f0d,The New Rabbi : A Congregation Searches for Its Leader,0064472930,STEPHEN FRIED,Bantam,04-09-1977,ensayo
library_book_82735_20c50d5e,The Next Accident,0590629824,LISA GARDNER,Bantam,28-04-1951,carta
library_book_83679_57fd6578,The Night Crew,0743412273,John Sandford,Berkley Publishing Group,09-01-2006,crónica
library_book_82700_55e0326b,The Night Listener,8420725927,Armistead Maupin,HarperCollins Publishers,16-02-1946,crónica
library_book_83493_cd51b5e6,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),0140089586,Alexander McCall Smith,Anchor,17-04-1999,ensayo
library_book_83723_36ee8ac2,The Not-So-Perfect Picnic,0316140651,Disney Enterprises Inc,Advance Publishers LLC,08-07-1997,novela
library_book_82215_84a58d86,"The Oneprince (The Redaemian Chronicles, Book 1)",1559277785,Bill Hand,Thomas Nelson Inc,11-01-1964,carta
library_book_83642_15dce094,The Other Path: The Economic Answer to Terrorism,0345367898,Hernando De Soto,Perseus Books Group,19-01-1960,crónica
library_book_83549_56a8c163,The Overseer,0205280854,Jonathan Rabb,Random House Inc,08-11-1995,ensayo
library_book_82942_8a4cac24,"The Paradise Snare (Star Wars: The Han Solo Trilogy, Volume 1)",0553110721,A. C. Crispin,Spectra Books,23-12-1970,novela
library_book_82679_ae9bd462,The Partner,1558534245,John Grisham,Doubleday Books,19-07-1987,cuento
library_book_83863_d2630fb4,The Partner,0553580272,John Grisham,Dell Publishing Company,01-12-2007,ensayo
library_book_84021_9cc35892,The Passion of Artemisia,1560980087,Susan Vreeland,Viking Books,17-04-1994,égloga
library_book_82320_663cb562,The Patient,0679412271,Michael Palmer,Bantam Books,02-07-1965,cuento
library_book_83064_f89d8181,The Penwyth Curse,0803281730,Catherine Coulter,Jove Books,16-05-1954,égloga
library_book_82395_da2626cd,The Perfect Storm : A True Story of Men Against the Sea,0345396529,Sebastian Junger,Perennial,08-07-1986,crónica
library_book_82492_e6aa89bc,The Perfect Storm : A True Story of Men Against the Sea,0440455332,Sebastian Junger,HarperTorch,03-03-1998,ensayo
library_book_82869_c5e58f95,The Perfect Storm: A True Story of Men Against the Sea,1860462995,Sebastian Junger,Little Brown and Company,11-09-1945,cuento
library_book_83237_519efc93,The Perks of Being a Wallflower,0679452281,Stephen Chbosky,MTV,13-05-1970,crónica
library_book_82737_d13b90ee,"The Pet Shop Mystery (Boxcar Children Special (Paper), No 7)",0811807150,Gertrude Chandler Warner,Albert Whitman &amp,16-03-1979,cuento
library_book_83111_18decc82,The Phantom Tollbooth,0393029190,Norton Juster,Yearling Books,24-12-1995,ensayo
library_book_83996_427365ab,The Phantom of the Opera (Signet Classics (Paperback)),0385425686,Gaston Leroux,Signet Classics,11-11-1996,novela
library_book_83287_64ebc465,The Piano Lesson (Plume Drama),0312169655,August Wilson,Plume Books,16-12-1993,crónica
library_book_82357_d7a9d72e,The Picture of Dorian Gray (Modern Library (Paperback)),0785324712,OSCAR WILDE,Modern Library,09-02-1962,cuento
library_book_83247_bd732133,The Pilgrimage Road to Santiago : The Complete Cultural Handbook,0449912558,David M. Gitlitz,St. Martin's Griffin,02-01-1973,novela
library_book_82189_efbee95f,The Pillars of the Earth,0934257345,Ken Follett,Signet Book,17-10-1961,égloga
library_book_82841_6559889d,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),0312205872,Anita Shreve,"Little, Brown",04-07-2005,ensayo
library_book_82773_0d64a620,The Pinball Effect: How Renaissance Water Gardens Made the Carburetor Possible-And Other Journeys Through Knowledge (Pinball Effect),0670867144,James Burke,Little Brown &amp,07-02-1974,ensayo
library_book_83915_b89688ff,The Poisonwood Bible,0805051732,Barbara Kingsolver,HarperCollins,06-04-1992,novela
library_book_83460_b11d99c7,The Poisonwood Bible: A Novel,0449300021,Barbara Kingsolver,Perennial,10-06-1987,cuento
library_book_82398_ef05c386,The Postman (Bantam Classics),0684835983,David Brin,Spectra Books,27-08-1969,ensayo
library_book_83275_9a7052f8,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, Book Three)",0440226430,Stephen R. Donaldson,Del Rey Books,05-04-1951,novela
library_book_83501_265b781e,The Power of Myth (Illustrated Edition),0385721358,Joseph Campbell,Doubleday Books,11-08-1974,novela
library_book_82625_22b4b321,"The Practice of Prayer (New Church's Teaching Series, Vol 4)",031231616X,Margaret Guenther,Cowley Publications,02-04-1996,novela
library_book_2079_dab57891,The Prince,0764504509,Niccolo Machiavelli,Signet Book,20-01-1964,cuento
library_book_82787_b016cc8d,The Prince (Dover Thrift Editions),089480829X,NiccolÃƒÂ² Machiavelli,Dover Publications,16-11-1978,ensayo
library_book_83116_0f60d355,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,0767912233,WILLIAM GOLDMAN,Del Rey,18-12-1975,cuento
library_book_83630_870991a2,The Princess Diaries,0971453217,Meg Cabot,HarperTrophy,08-08-1946,ensayo
library_book_82877_87040450,The Promise Remains,0971453209,Travis Thrasher,Tyndale House Publishers,26-09-1963,égloga
library_book_83481_72d38c4e,The Prophet,0785268030,Kahlil Gibran,Alfred A. Knopf,11-10-1954,égloga
library_book_82885_fdc21d8d,The Proud and the Free,0743201736,Janet Dailey,Warner Vision,14-02-1999,ensayo
library_book_83099_d1f26389,The Rainmaker,0894805770,JOHN GRISHAM,Dell,09-02-1949,ensayo
library_book_82846_2e3be206,The Reader,0440177499,Bernhard Schlink,Random House,07-06-1977,novela
library_book_83789_b4682fa0,The Reader,0553232053,Bernhard Schlink,Vintage Books USA,11-08-1978,ensayo
library_book_83102_23a8475c,The Real Mother Goose,0312269102,Blanche Fisher Wright,Scholastic,20-07-2005,crónica
library_book_82609_c455c01a,The Red Tent (Bestselling Backlist),0062502174,Anita Diamant,Picador USA,21-05-1948,égloga
library_book_83304_78b12999,The Red Tent : A Novel,0688177751,Anita Diamant,St. Martin's Press,03-02-1994,ensayo
library_book_83871_0c3a10f4,The Redemption of Althalus,0345438329,David Eddings,Del Rey,18-07-1992,crónica
library_book_83690_97594348,The Renegades: Cole (Renegades),0345401123,Genell Dellin,Avon,19-11-1970,novela
library_book_82313_40ba7d42,The Rescue,1593160151,Nicholas Sparks,Warner Books,11-11-1960,ensayo
library_book_82836_3014d56b,The Rescue,1593160127,Nicholas Sparks,Warner Books,09-08-1990,égloga
library_book_83020_129b9122,The Return of Simple,0451209435,Langston Hughes,Hill &amp,12-03-2003,carta
library_book_82610_d4bd8b30,The Right Hand of Amon,1551669501,Lauren Haney,Avon,16-04-1967,égloga
library_book_82175_fed508c1,The Right Man : The Surprise Presidency of George W. Bush,0375707972,DAVID FRUM,Random House,14-05-1997,cuento
library_book_82658_b99b3dbf,The Rime of the Ancient Mariner and Other Poems,0618126988,Samuel Taylor Coleridge,Dover Publications,02-02-1961,novela
library_book_82409_3d69e4ca,The Rivan Codex : Ancient Texts of THE BELGARIAD and THE MALLOREON,0060094850,DAVID EDDINGS,Del Rey,18-06-1993,carta
library_book_82766_0a54f705,The River King,0060192305,Alice Hoffman,Berkley Publishing Group,05-06-1994,carta
library_book_82501_8e4962c4,The Robber Bride,0142000361,Margaret Atwood,Bantam,08-08-1958,ensayo
library_book_83750_6fd19e84,The Rocky Mountain Wonderland,0872860175,Enos A. Mills,Univ of Nebraska Pr,05-07-1961,carta
library_book_82393_a2c86f1f,The Romance Reader,031219126X,Pearl Abraham,Riverhead Books,07-07-1998,carta
library_book_82744_c4325384,The Rosewood Casket,0020518609,Sharyn McCrumb,Signet Book,04-01-1945,crónica
library_book_82165_399faea9,"The Ruby in the Smoke (Sally Lockhart Trilogy, Book 1)",0345446860,PHILIP PULLMAN,Laurel Leaf,15-04-1975,ensayo
library_book_82460_464d3bb3,The SKULL BENEATH THE SKIN,0446310492,P. D. James,Scribner,17-10-1966,carta
library_book_82599_d716f7e6,The Saints of Big Harbour: A Novel,037348285X,Lynn Coady,Houghton Mifflin Company,13-12-1982,novela
library_book_83466_b96ffe76,The Satanic Verses,0515090506,Salman Rushdie,Distributors,24-01-1950,carta
library_book_82849_e0c08b5f,The Saving Graces : A Novel,0399145087,Patricia Gaffney,HarperCollins,26-12-1974,crónica
library_book_82556_89b88977,The Scarlet Letter,0812590244,NATHANIEL HAWTHORNE,Bantam,08-07-1961,novela
library_book_82939_33f4579c,The Scions of Shannara (Heritage of Shannara (Paperback)),0963641328,Terry Brooks,Del Rey Books,14-02-1982,cuento
library_book_82934_9b03a847,The Second Coming of Curly Red,1574551108,Jody Seay,Firebrand Books,02-02-2002,égloga
library_book_83525_80b7fe41,The Second Coming of Science: An Intimate Report on the New Science,0879739304,Brian O'Leary,North Atlantic Books,11-11-1971,novela
library_book_83740_1aee9e32,The Second Rumpole Omnibus (Crime Monthly),0965712516,John Mortimer,Penguin Books,25-08-1975,cuento
library_book_82684_d0a79ce7,The Second Time Around : A Novel,0670829943,Mary Higgins Clark,Pocket,09-05-1987,crónica
library_book_82443_6da511d1,The Secret Life of Bees,0060192119,Sue Monk Kidd,Penguin Books,12-11-1997,cuento
library_book_83070_501f8c8e,"The Secret Lives of Girls: What Good Girls Really Do--Sex Play, Aggression, and Their Guilt",0836218256,Sharon Lamb,Free Press,09-12-1955,égloga
library_book_82995_fa02ffc1,"The Secret of the Unicorn (Avalon Web of Magic, 4)",0898707129,Rachel Roberts,Scholastic Paperbacks,16-03-1996,cuento
library_book_83894_ebc626e0,The Sewing Circles of Herat : A Personal Voyage Through Afghanistan,0805420460,Christina Lamb,Perennial,15-08-1964,cuento
library_book_84048_6519d5fe,"The Shelters of Stone (Earth's Children Series, No 5)",0140140352,JEAN M. AUEL,Crown,06-01-1996,cuento
library_book_82589_30a32ea1,The Shining,1575666529,Stephen King,Pocket,01-07-1995,crónica
library_book_83488_a572d2c8,The Shipping News : A Novel,0312990456,Annie Proulx,Scribner,11-02-1980,cuento
library_book_82203_3cfa3a08,The Short Forever,0440221102,Stuart Woods,Signet Book,21-01-1945,novela
library_book_82329_2e49a597,The Silent Cry (William Monk Novels (Paperback)),0316969680,Anne Perry,Ivy Books,09-11-2002,égloga
library_book_83225_64f929dc,The Silent Storm: Scholastic Edition,8807015293,Sherry Garland,Harcourt,15-12-1965,ensayo
library_book_83518_1b2fea57,The Silmarillion,881787017X,J.R.R. TOLKIEN,Del Rey,22-01-1967,novela
library_book_83790_6045c3a9,The Silmarillion,0449207463,J.R.R. Tolkien,Houghton Mifflin,01-01-1985,carta
library_book_82986_b0cd63f2,The Silver Chair (full color) (Narnia),0689109865,C. S. Lewis,HarperTrophy,04-02-1950,cuento
library_book_83088_545a4197,The Silver Metal Lover,3518368540,Tanith Lee,Spectra Books,07-11-1966,égloga
library_book_83484_5bbea1fd,The Sinner,0312423209,TESS GERRITSEN,Ballantine Books,08-01-1980,novela
library_book_84027_ac4281fa,The Skies of Pern,0141180633,Anne McCaffrey,Del Rey Books,20-06-1960,cuento
library_book_82591_caafe75b,The Sky Is Falling,0140283382,Sidney Sheldon,Warner Books,12-10-1997,ensayo
library_book_83271_56477e55,"The Skystone (Whyte, Jack. Camulod Chronicles, Bk. 1.)",0786248688,Jack Whyte,Forge,26-05-1951,novela
library_book_83141_9f10039a,The Smoke Jumper,0773762078,Nicholas Evans,Delacorte Press,06-12-1992,carta
library_book_83905_5950f09d,The Smoke Jumper,0884041093,Nicholas Evans,Dell Publishing Company,26-03-1946,novela
library_book_82463_b3933604,The Snow Garden,0884040801,Christopher Rice,Pocket Star,28-05-1972,crónica
library_book_83441_4688db4d,The Songcatcher: A Ballad Novel,0786887842,Sharyn McCrumb,Signet Book,19-02-1964,crónica
library_book_82908_bbd79f59,The Sorcerer's Companion: A Guide to the Magical World of Harry Potter,0450542912,ALLAN ZOLA KRONZEK,Broadway,24-04-1960,égloga
library_book_83342_03d198f5,The Sorrows of Young Werther (Penguin Classics),0192817264,Johann Wolfgang Von Goethe,Penguin Books,20-05-1949,ensayo
library_book_82229_627ad1af,The Soulbane Stratagem,0751522732,Norman Jetmundsen,"John Hunt Publishing, Ltd.",10-08-2005,cuento
library_book_82950_0ffd2c6c,The Space Merchants,0091850401,Frederik Pohl,St Martins Pr,05-03-1962,novela
library_book_83760_4d262d12,The Sparrow,1853260312,MARY DORIA RUSSELL,Fawcett Books,19-09-2006,carta
library_book_83409_f4795848,The Stand: Complete and Uncut,0140016821,Stephen King,Signet Book,21-08-1983,égloga
library_book_83081_232bd50e,The Stars Shine Down,0440418569,Sidney Sheldon,Warner Books,18-09-1994,ensayo
library_book_83528_8b1b8ea1,The Stone Monkey : A Lincoln Rhyme Novel,0786014210,Jeffery Deaver,Simon &amp,08-10-1980,ensayo
library_book_82673_27016adb,The Straw Men,0441005667,Michael Marshall,Jove Books,15-07-2002,cuento
library_book_2055_daa250e8,The Street Lawyer,0553259830,JOHN GRISHAM,Dell,21-03-1979,égloga
library_book_82675_810f3868,The Street Lawyer,0312965338,John Grisham,Doubleday Books,07-02-1962,carta
library_book_82740_6ede6785,"The Subtle Knife (His Dark Materials, Book 2)",1888740051,PHILIP PULLMAN,Del Rey,14-07-1980,cuento
library_book_82362_4ebd9bbd,"The Subtle Knife (His Dark Materials, Book 2)",0061008028,PHILIP PULLMAN,Knopf Books for Young Readers,04-08-1976,ensayo
library_book_83472_f3d26ffa,"The Subtle Knife (His Dark Materials, Book 2)",1931646384,Philip Pullman,Scholastic Point,18-11-1964,novela
library_book_82216_2493fa34,The Sum of All Fears,0399501487,Tom Clancy,Berkley Publishing Group,26-06-1978,crónica
library_book_83160_3f6a150f,The Survivors Club,157566559X,LISA GARDNER,Bantam,13-04-2007,carta
library_book_83753_94831131,The Swan: A Novel,3423125551,Sebastiano Vassalli,Harvill Press,03-05-1982,ensayo
library_book_83877_f4298056,The Syndrome : A Thriller,0060514949,John Case,Ballantine Books,08-04-1977,ensayo
library_book_82296_c1622ae4,The Tall Pine Polka,0425188361,Lorna Landvik,Ballantine Books,04-04-1957,ensayo
library_book_2077_2b9752bf,The Tao of Pooh,0066210151,Benjamin Hoff,Penguin Books,16-10-1952,égloga
library_book_82678_4062ef46,The Teacher from the Black Lagoon,0395177111,Mike Thaler,Scholastic,05-02-1962,égloga
library_book_83036_26b4d6c9,The Testament,0375411992,John Grisham,Doubleday Books,13-01-1997,ensayo
library_book_2021_79c8ff61,The Testament,0060287802,John Grisham,Dell,02-07-1958,novela
library_book_2045_a98d22a0,The Therapeutic Touch: How to Use Your Hands to Help or to Heal,3442730066,Dolores Krieger,Fireside,16-05-1963,cuento
library_book_83386_8a21e2bf,The Thief Lord,0394718968,Cornelia Funke,Scholastic,22-07-1951,égloga
library_book_83296_bb6570e9,The Thorn Birds,0192820753,Colleen McCullough,Avon,02-09-1999,carta
library_book_82967_5c255de3,The Thorn Birds (Modern Classics),0671744003,Colleen McCullough,Wings,17-01-1961,novela
library_book_82725_3ebc91f6,The Tightrope Walker,3596129389,Dorothy Gilman,Fawcett Books,11-06-1985,ensayo
library_book_82721_505afc06,The Time Machine (Troll Illustrated Classics),0915308789,H. G. Wells,Troll Communications Llc,01-10-1981,carta
library_book_83728_3428cf48,The Time Machine and the Invisible Man,3423620196,H. G. Wells,Signet Classics,21-04-1981,cuento
library_book_82801_92e049f4,The Time Traveler's Wife,0743203313,Audrey Niffenegger,MacAdam/Cage Publishing,18-06-1962,carta
library_book_83791_72a0d1ae,The Torn Skirt,0425177173,Rebecca Godfrey,Perennial,06-11-1973,crónica
library_book_82562_b167bd26,The Tortilla Curtain,0425172554,T. Coraghessan Boyle,Penguin Books,28-04-1968,cuento
library_book_82399_6d822546,The Tortilla Curtain,0440224764,T. Coraghessan Boyle,Viking Books,13-05-1977,carta
library_book_82198_0680b332,"The Touch of Your Shadow, the Whisper of Your Name (Babylon 5, Book 5)",0553572997,Neal Barrett Jr.,Dell,08-11-1958,novela
library_book_82755_0df4ddc8,The Toynbee Convector,034543076X,Ray Bradbury,Spectra Books,01-04-1968,carta
library_book_82800_a095bc8c,The True and Outstanding Adventures of the Hunt Sisters: A Novel,0380727501,Elisabeth Robinson,"Little, Brown",23-03-1999,carta
library_book_83041_b79363c9,The Truth About Texas: Who Needs to Brag? We'Ve Got the Facts,0312423799,Anne Dingus,Gulf Publishing Company,10-04-1982,ensayo
library_book_83177_056ff5fa,The Twenty-Seventh City : A Novel (Bestselling Backlist),0743249887,Jonathan Franzen,Picador,18-12-1983,carta
library_book_82867_c3da62a1,"The Two Towers (The Lord of the Rings, Part 2)",0316089745,J.R.R. TOLKIEN,Del Rey,19-04-1951,ensayo
library_book_83931_75a22afe,The Ultimate Hitchhiker's Guide,037542217X,Douglas Adams,Random House Value Publishing,14-10-1957,ensayo
library_book_83142_95baa4ee,The Unbearable Lightness of Being,0345440773,Milan Kundera,Harpercollins,10-08-1960,crónica
library_book_83329_5d1b771f,The Union Forever (Lost Regiment (Numbered)),0440208912,William Forstchen,Roc,25-10-1986,ensayo
library_book_83988_6dd58fa0,The Unofficial Guide to Having a Baby,0061093106,Ann Douglas,John Wiley &amp,13-12-1971,crónica
library_book_82747_49a31c77,The Unsung Hero,0373218192,Suzanne Brockmann,Ivy Books,03-04-1945,novela
library_book_82695_f59f4507,"The Vampire Lestat (Vampire Chronicles, Book II)",0515120006,ANNE RICE,Ballantine Books,15-08-1969,ensayo
library_book_83935_3b2837ab,The Vanished Man : A Lincoln Rhyme Novel,0515127396,Jeffery Deaver,Simon &amp,07-06-2002,ensayo
library_book_83927_dc059f09,The Vanished Man : A Lincoln Rhyme Novel (Lincoln Rhyme Novels (Paperback)),0345433084,Jeffery Deaver,Pocket Books,26-11-1975,cuento
library_book_82870_4d666446,The Villa,0345416260,Nora Roberts,Putnam Publishing Group,07-02-1951,ensayo
library_book_83588_4234da4f,The Vineyard,0385494785,Barbara Delinsky,Pocket Books,22-11-1958,ensayo
library_book_82851_d3600038,The Vineyard : A Novel,0385486804,Barbara Delinsky,Simon &amp,06-12-2000,égloga
library_book_83089_44395d56,"The Virgin's Secret Marriage   The Brides Of Holly Springs (Harlequin American Romance, No. 997)",0385512104,Cathy Gillen Thacker,Harlequin,02-09-1949,cuento
library_book_83313_48ef051d,The Vulcan Academy Murders,1555973981,Jean Lorrah,Star Trek,02-06-1981,crónica
library_book_83638_b7ae8beb,The Wailing Wind,0451180208,Tony Hillerman,HarperTorch,07-08-1965,carta
library_book_83810_fceb7080,The War Against Population: The Economics and Ideology of Population Control,089587198X,Jacqueline Kasun,Ignatius Press,11-05-1954,cuento
library_book_82414_b08ed0b2,The War in Heaven (Eternal Warriors),0198811020,Theodore Beale,Pocket,22-07-2006,crónica
library_book_82897_e0513ffc,The Wasp Factory,0525237704,Iain Banks,Abacus,07-03-2007,novela
library_book_82558_8c854d6c,The Watch House,039914255X,Robert Westall,HarperTrophy,21-10-1946,cuento
library_book_83039_0a02ddf4,The Way Things Ought to Be,0340649763,"III Limbaugh,Rush H.",Pocket Books,18-08-1956,cuento
library_book_83998_095a64f1,The Way We Never Were: American Families and the Nostalgia Trap,0440236673,Stephanie Coontz,Basic Books,06-09-1964,novela
library_book_82339_25cb8e67,The Weight of Water,0553295071,Anita Shreve,"Little, Brown",06-09-2002,égloga
library_book_82480_9040526b,"The Western Mysteries: An Encyclopedic Guide to the Sacred Languages &amp; Magickal Systems of the World : The Key of It All, Book II (Key of It All)",0316291161,David Allen Hulse,Llewellyn Publications,26-09-1946,novela
library_book_82401_b21e1436,The What's Happening to My Body? Book for Boys: A Growing Up Guide for Parents and Sons,0449208397,Lynda Madaras,W W Norton &amp,06-12-1999,cuento
library_book_83974_6ed3bd97,The Wicked Priest: An Allegory in Two Acts,1590171012,Bob Levis,1stBooks Library,27-12-1949,égloga
library_book_82352_f6e18793,The Wind in the Willows,0060505273,Kenneth Grahame,St. Martin's Press,22-07-1951,ensayo
library_book_82353_d1a0bedc,The Winter King: A Novel of Arthur (The Warlord Chronicles: I),0752999958,Bernard Cornwell,St. Martin's Griffin,03-02-1972,carta
library_book_2018_507174b5,The Witchfinder (Amos Walker Mystery Series),0702229962,Loren D. Estleman,Brilliance Audio - Trade,01-07-1963,égloga
library_book_83218_88adfb35,The Witching Hour (Lives of the Mayfair Witches),0679771476,ANNE RICE,Ballantine Books,27-02-1976,novela
library_book_82705_010188e0,The Women in His Life (G K Hall Large Print Book Series),0684848597,Barbara Taylor Bradford,Thorndike Pr,02-04-1961,cuento
library_book_83869_7d6175cf,The Wooden Nickel: A Novel,031215125X,William Carpenter,Back Bay Books,05-04-1974,ensayo
library_book_83764_d0550e2a,"The Word \Desire\""""",0064405176,Rikki Ducornet,Henry Holt &amp,12-06-1964,carta
library_book_83172_3d4fe3eb,The World According to Garp (Ballantine Reader's Circle),0684821192,John Irving,Ballantine Books,22-10-1989,cuento
library_book_82899_b0b4a909,The World's Stupidest Laws,0061056871,David Crombie,Michael O'Mara Books,15-04-1987,novela
library_book_82901_5c7009d1,The World's Stupidest Signs,0590988301,Michael O'Mara,Michael O'Mara Books,25-07-1979,ensayo
library_book_83270_7701a4c5,"The World, the Flesh and the Devil",0883659654,Reay Tannahill,Ivy Books,23-10-1999,crónica
library_book_84042_55620b99,The Writers Complete Fantasy Reference: An Indispensable Compendium of Myth and Magic,0440235162,Writer's Digest Books,Writer's Digest Books,01-05-1997,ensayo
library_book_82953_544f3ceb,The Year They Burned the Books,076790382X,Nancy Garden,Farrar Straus Giroux,26-05-1994,carta
library_book_83613_b56c622d,The Years of Rice and Salt,0330357808,Kim Stanley Robinson,Spectra Books,09-01-1994,ensayo
library_book_83337_0a7f8205,The crow road,0425158616,Iain Banks,Abacus,11-01-1990,ensayo
library_book_82554_3b22e9d5,The wild ponies of Assateague Island (Books for young explorers),0676974562,Donna K Grosvenor,National Geographic Society,04-10-1957,ensayo
library_book_83938_a1a8776c,The world of PelÃƒÂ©,0307001385,Joe Marcus,Mason/Charter,04-09-1990,novela
library_book_2069_a451f866,The yawning heights,0595157939,Aleksandr Zinoviev,Random House,22-02-1954,crónica
library_book_83464_056797c3,Their Eyes Were Watching God: A Novel,0702231088,Zora Neale Hurston,Perennial,19-04-2004,crónica
library_book_83859_f1b8ac5d,Theos Reise. Roman Ãƒ?Ã‚Â¼ber die Religionen der Welt.,0140143599,Catherine Clement,Dtv,20-09-2002,novela
library_book_82894_c400eca6,Therapy,0062502182,David Lodge,Penguin Putnam~trade,19-09-1976,égloga
library_book_83792_4fda0a8c,There's a Spiritual Solution to Every Problem,0060175400,Wayne W. Dyer,HarperCollins,09-05-1982,carta
library_book_82342_657487a1,Thief of Time,1573221775,Terry Pratchett,HarperCollins Publishers,13-12-1966,cuento
library_book_82451_ccdea9c4,Thieves of Light (Photon : the Ultimate Game on Planet Earth),0913367044,Michael Hudson,Berkley Publishing Group,26-04-1957,novela
library_book_83626_a6318aa1,Thing of Beauty,1888698357,Stephen Fried,Pocket,19-12-1997,carta
library_book_82622_c1cfa410,Things My Girlfriend and I Have Argued About: A Novel,0913367176,Mil Millington,Villard Books,10-02-1965,crónica
library_book_83034_a1012b0b,Thinking on paper,0933121245,V. A Howard,W. Morrow,13-05-1953,crónica
library_book_83168_c88682e7,This Boy's Life: A Memoir,0312168144,Tobias Wolff,Perennial,27-08-1984,ensayo
library_book_83083_75317d77,This Present Darkness,0451528182,Frank E. Peretti,Sagebrush Bound,04-07-1993,crónica
library_book_2052_249fefa4,This Year It Will Be Different: And Other Stories,0671537458,Maeve Binchy,Dell,24-02-1988,ensayo
library_book_83061_3f052d7e,Thorns of Truth,0786014741,Eileen Goudge,Signet Book,20-04-1967,novela
library_book_82466_55361721,Though I walk through the valley,0517573822,Vance Havner,F. H. Revell,09-10-1977,crónica
library_book_83556_2cc40578,Threat Vector,0877732906,Michael Dimercurio,Onyx Books,08-02-1955,égloga
library_book_82685_785a9bce,Three,0743437810,Ted Dekker,WestBow Press,05-10-1976,novela
library_book_82652_45124185,Three Junes,0385240406,JULIA GLASS,Anchor,04-06-2000,novela
library_book_82243_fce0f798,Through Wolf's Eyes (Wolf),0060116188,Jane Lindskold,Tor Fantasy,09-04-1978,cuento
library_book_82998_2ba50c40,"Ties That Bind, Ties That Break (Laurel-Leaf Books)",0394742591,Lensey Namioka,Laurel-Leaf Books,02-01-1967,cuento
library_book_82915_64af21ce,Tigger's Little Book of Diet and Exercise,0517149257,E.H. Shepard,Egmont Childrens Books,18-05-1982,crónica
library_book_83928_27f6aad9,Time Flies,0374517886,Bill Cosby,Bantam Dell Pub Group,04-06-1947,égloga
library_book_83326_92e4bfb0,Timeless/Four Breathtaking Tales of Hearts That Reach Across Time-For Love: A Midsummer Day's Dream/Lovers of the Golden Drum/Out of Time/Echoes of L,0850315336,Linda Lael Miller,Berkley Publishing Group,14-02-1959,ensayo
library_book_2031_63971029,Timeline,0312964854,MICHAEL CRICHTON,Ballantine Books,27-03-1984,égloga
library_book_82325_8185c51e,Tis : A Memoir,0743222008,Frank McCourt,Scribner,01-07-1981,égloga
library_book_82952_8a14f009,Titan,0684863324,John Varley,Berkley Publishing Group,17-07-1976,novela
library_book_83096_6282bee9,To Catch A Sheik  (Desert Brides),0618127453,Teresa Southwick,Silhouette,20-09-1966,ensayo
